datetime,temp,flow,irradiance,action,text
2024-01-08 23:00:00,0.06,0.4639,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-09 00:00:00,0.06,0.3781,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-09 01:00:00,0.08,0.2551,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-09 02:00:00,0.1,0.1151,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-09 03:00:00,0.11,0.0162,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-09 04:00:00,0.1,0.0084,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-09 05:00:00,0.09,0.0849,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-09 06:00:00,0.11,0.1807,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-09 07:00:00,0.2,0.2232,0.11,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-09 08:00:00,0.36,0.1925,0.37,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-09 09:00:00,0.55,0.1367,0.67,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-09 10:00:00,0.72,0.1294,0.91,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-09 11:00:00,0.84,0.2072,1.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-09 12:00:00,0.87,0.3434,0.79,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-09 13:00:00,0.83,0.4778,0.6,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-09 14:00:00,0.72,0.5697,0.39,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-09 15:00:00,0.55,0.6238,0.16,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-09 16:00:00,0.36,0.67,0.01,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-09 17:00:00,0.19,0.7219,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-09 18:00:00,0.08,0.7596,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-09 19:00:00,0.04,0.7521,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-09 20:00:00,0.05,0.6923,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-09 21:00:00,0.07,0.6064,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-09 22:00:00,0.08,0.5266,0.0,0,Ne pas chauffer (solaire ou inutilisé)
