datetime,temp,flow,irradiance,action,text
2024-01-04 23:00:00,0.08,0.4281,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-05 00:00:00,0.08,0.3359,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-05 01:00:00,0.11,0.2148,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-05 02:00:00,0.15,0.0827,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-05 03:00:00,0.17,-0.0114,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-05 04:00:00,0.16,-0.025,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-05 05:00:00,0.14,0.039,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-05 06:00:00,0.18,0.1272,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-05 07:00:00,0.32,0.1762,0.14,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-05 08:00:00,0.57,0.1634,0.43,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-05 09:00:00,0.88,0.1246,0.65,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-05 10:00:00,1.16,0.1218,0.77,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-05 11:00:00,1.35,0.1913,1.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-05 12:00:00,1.42,0.3169,0.88,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-05 13:00:00,1.36,0.4488,0.76,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-05 14:00:00,1.18,0.5472,0.51,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-05 15:00:00,0.91,0.6087,0.25,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-05 16:00:00,0.59,0.6547,0.02,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-05 17:00:00,0.31,0.699,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-05 18:00:00,0.12,0.7303,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-05 19:00:00,0.05,0.7254,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-05 20:00:00,0.06,0.6766,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-05 21:00:00,0.09,0.6009,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-05 22:00:00,0.1,0.5224,0.0,0,Ne pas chauffer (solaire ou inutilisé)
