datetime,temp,flow,irradiance,action,text
2024-01-09 23:00:00,0.07,0.4567,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-10 00:00:00,0.07,0.3708,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-10 01:00:00,0.09,0.2476,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-10 02:00:00,0.11,0.1075,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-10 03:00:00,0.12,0.0087,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-10 04:00:00,0.11,0.001,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-10 05:00:00,0.1,0.0777,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-10 06:00:00,0.12,0.1737,0.01,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-10 07:00:00,0.21,0.2165,0.19,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-10 08:00:00,0.37,0.1862,0.51,1,Chauffer (résistance activée)
2024-01-10 09:00:00,0.56,0.1308,0.79,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-10 10:00:00,0.73,0.1239,1.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-10 11:00:00,0.84,0.2021,0.96,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-10 12:00:00,0.88,0.3388,0.77,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-10 13:00:00,0.83,0.4737,0.72,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-10 14:00:00,0.72,0.566,0.52,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-10 15:00:00,0.55,0.6205,0.25,1,Chauffer (résistance activée)
2024-01-10 16:00:00,0.36,0.6671,0.02,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-10 17:00:00,0.19,0.7194,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-10 18:00:00,0.08,0.7574,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-10 19:00:00,0.04,0.7501,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-10 20:00:00,0.05,0.6905,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-10 21:00:00,0.07,0.6048,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-10 22:00:00,0.07,0.525,0.0,0,Ne pas chauffer (solaire ou inutilisé)
