datetime,temp,flow,irradiance,action,text
2024-01-16 23:00:00,0.06,0.4299,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-17 00:00:00,0.06,0.3444,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-17 01:00:00,0.08,0.2218,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-17 02:00:00,0.1,0.0823,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-17 03:00:00,0.11,-0.0158,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-17 04:00:00,0.1,-0.0228,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-17 05:00:00,0.09,0.0547,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-17 06:00:00,0.11,0.1516,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-17 07:00:00,0.2,0.1953,0.11,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-17 08:00:00,0.36,0.1658,0.41,1,Chauffer (résistance activée)
2024-01-17 09:00:00,0.55,0.1115,0.72,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-17 10:00:00,0.71,0.1057,0.94,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-17 11:00:00,0.83,0.1849,1.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-17 12:00:00,0.86,0.3227,0.88,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-17 13:00:00,0.82,0.4587,0.75,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-17 14:00:00,0.71,0.5522,0.51,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-17 15:00:00,0.54,0.6079,0.23,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-17 16:00:00,0.35,0.6557,0.02,1,Chauffer (résistance activée)
2024-01-17 17:00:00,0.18,0.7091,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-17 18:00:00,0.07,0.7483,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-17 19:00:00,0.04,0.7422,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-17 20:00:00,0.04,0.6838,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-17 21:00:00,0.06,0.5992,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-17 22:00:00,0.07,0.5206,0.0,0,Ne pas chauffer (solaire ou inutilisé)
