datetime,temp,flow,irradiance,action,text
2024-01-15 23:00:00,0.07,0.4485,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-16 00:00:00,0.07,0.3616,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-16 01:00:00,0.09,0.2375,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-16 02:00:00,0.11,0.0964,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-16 03:00:00,0.12,-0.0035,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-16 04:00:00,0.11,-0.0123,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-16 05:00:00,0.09,0.0632,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-16 06:00:00,0.12,0.1581,0.01,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-16 07:00:00,0.21,0.1998,0.14,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-16 08:00:00,0.36,0.1683,0.4,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-16 09:00:00,0.55,0.1118,0.64,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-16 10:00:00,0.72,0.1039,0.28,1,Chauffer (résistance activée)
2024-01-16 11:00:00,0.83,0.1811,0.24,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-16 12:00:00,0.87,0.3168,0.21,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-16 13:00:00,0.82,0.4508,1.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-16 14:00:00,0.71,0.5423,0.85,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-16 15:00:00,0.54,0.5962,0.53,1,Chauffer (résistance activée)
2024-01-16 16:00:00,0.35,0.6422,0.05,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-16 17:00:00,0.18,0.694,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-16 18:00:00,0.07,0.7317,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-16 19:00:00,0.03,0.7242,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-16 20:00:00,0.04,0.6646,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-16 21:00:00,0.06,0.5789,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-16 22:00:00,0.07,0.4994,0.0,0,Ne pas chauffer (solaire ou inutilisé)
