datetime,temp,flow,irradiance,action,text
2024-01-06 23:00:00,0.06,0.6129,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-07 00:00:00,0.06,0.5189,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-07 01:00:00,0.08,0.3953,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-07 02:00:00,0.12,0.2611,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-07 03:00:00,0.13,0.1661,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-07 04:00:00,0.12,0.1526,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-07 05:00:00,0.11,0.2162,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-07 06:00:00,0.14,0.3025,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-07 07:00:00,0.27,0.3482,0.14,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-07 08:00:00,0.49,0.3319,0.44,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-07 09:00:00,0.76,0.2906,0.72,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-07 10:00:00,1.01,0.2864,0.92,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-07 11:00:00,1.19,0.3549,1.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-07 12:00:00,1.25,0.4789,0.94,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-07 13:00:00,1.2,0.6085,0.77,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-07 14:00:00,1.03,0.7049,0.5,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-07 15:00:00,0.79,0.7651,0.2,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-07 16:00:00,0.51,0.8104,0.01,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-07 17:00:00,0.26,0.8536,0.0,1,Chauffer (résistance activée)
2024-01-07 18:00:00,0.09,0.883,0.0,1,Chauffer (résistance activée)
2024-01-07 19:00:00,0.02,0.8758,0.0,1,Chauffer (résistance activée)
2024-01-07 20:00:00,0.03,0.8251,0.0,1,Chauffer (résistance activée)
2024-01-07 21:00:00,0.06,0.7489,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-07 22:00:00,0.07,0.6706,0.0,0,Ne pas chauffer (solaire ou inutilisé)
