datetime,temp,flow,irradiance,action,text
2024-01-07 23:00:00,0.06,0.5445,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-08 00:00:00,0.07,0.4519,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-08 01:00:00,0.09,0.3293,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-08 02:00:00,0.13,0.1964,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-08 03:00:00,0.15,0.1032,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-08 04:00:00,0.14,0.092,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-08 05:00:00,0.12,0.158,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-08 06:00:00,0.16,0.2462,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-08 07:00:00,0.29,0.2931,0.11,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-08 08:00:00,0.51,0.2778,0.37,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-08 09:00:00,0.79,0.2378,0.65,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-08 10:00:00,1.04,0.2354,0.85,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-08 11:00:00,1.21,0.3061,1.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-08 12:00:00,1.28,0.4319,0.95,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-08 13:00:00,1.22,0.5632,0.81,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-08 14:00:00,1.06,0.6609,0.51,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-08 15:00:00,0.82,0.7227,0.18,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-08 16:00:00,0.54,0.7697,0.01,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-08 17:00:00,0.28,0.8145,0.0,1,Chauffer (résistance activée)
2024-01-08 18:00:00,0.12,0.845,0.0,1,Chauffer (résistance activée)
2024-01-08 19:00:00,0.05,0.8383,0.0,1,Chauffer (résistance activée)
2024-01-08 20:00:00,0.06,0.7881,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-08 21:00:00,0.08,0.7125,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-08 22:00:00,0.1,0.6353,0.0,0,Ne pas chauffer (solaire ou inutilisé)
