datetime,temp,flow,irradiance,action,text
2024-01-03 23:00:00,0.06,0.7809,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-04 00:00:00,0.06,0.6887,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-04 01:00:00,0.09,0.5676,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-04 02:00:00,0.13,0.4352,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-04 03:00:00,0.15,0.3402,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-04 04:00:00,0.13,0.3254,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-04 05:00:00,0.12,0.388,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-04 06:00:00,0.15,0.4752,0.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-04 07:00:00,0.28,0.5235,0.09,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-04 08:00:00,0.52,0.51,0.32,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-04 09:00:00,0.81,0.4699,0.51,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-04 10:00:00,1.07,0.4655,0.71,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-04 11:00:00,1.25,0.5331,0.54,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-04 12:00:00,1.32,0.6568,1.0,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-04 13:00:00,1.26,0.7873,0.8,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-04 14:00:00,1.09,0.8845,0.5,1,Chauffer (résistance activée)
2024-01-04 15:00:00,0.83,0.9447,0.2,1,Chauffer (résistance activée)
2024-01-04 16:00:00,0.54,0.9891,0.01,0,Ne pas chauffer (solaire ou inutilisé)
2024-01-04 17:00:00,0.27,1.0317,0.0,1,Chauffer (résistance activée)
2024-01-04 18:00:00,0.1,1.0615,0.0,1,Chauffer (résistance activée)
2024-01-04 19:00:00,0.03,1.0552,0.0,1,Chauffer (résistance activée)
2024-01-04 20:00:00,0.04,1.0051,0.0,1,Chauffer (résistance activée)
2024-01-04 21:00:00,0.07,0.9281,0.0,1,Chauffer (résistance activée)
2024-01-04 22:00:00,0.08,0.8484,0.0,1,Chauffer (résistance activée)
