changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.01,10.0,additive,0.179823475274615
0.01,5.0,additive,0.17983841411564402
0.01,1.0,additive,0.18019276910291313
0.01,5.0,multiplicative,0.18866664678373607
0.01,1.0,multiplicative,0.19100876766723565
0.01,10.0,multiplicative,0.19180446656294003
0.05,5.0,multiplicative,0.19530045285195494
0.05,10.0,multiplicative,0.19833080906089157
0.05,1.0,multiplicative,0.20524023300791963
0.05,1.0,additive,0.23125148495395478
0.1,10.0,additive,0.2578212925235652
0.05,10.0,additive,0.2690930796980381
0.05,5.0,additive,0.2747947681742683
0.1,10.0,multiplicative,0.27799491338563664
0.1,1.0,additive,0.2873245004562842
0.1,1.0,multiplicative,0.2917317026846258
0.1,5.0,additive,0.29187109338357403
0.1,5.0,multiplicative,0.29348525716191953
