changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.01,5.0,additive,0.19320653128122597
0.01,10.0,additive,0.19365166726748348
0.01,1.0,additive,0.19392710845318545
0.05,5.0,additive,0.20149670978283385
0.01,10.0,multiplicative,0.20234887728291232
0.01,5.0,multiplicative,0.20259136705106712
0.01,1.0,multiplicative,0.20282743632886366
0.05,1.0,additive,0.20282954852420626
0.05,10.0,additive,0.20322033025946484
0.05,5.0,multiplicative,0.203874779838612
0.05,10.0,multiplicative,0.20453261420424274
0.05,1.0,multiplicative,0.20460091350661996
0.1,1.0,multiplicative,0.21249961030117184
0.1,10.0,multiplicative,0.21307890427907958
0.1,10.0,additive,0.2137781543419936
0.1,5.0,multiplicative,0.21421025273952427
0.1,5.0,additive,0.21438382550563015
0.1,1.0,additive,0.21765241895612816
