changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.01,10.0,multiplicative,0.12491339264944294
0.01,5.0,multiplicative,0.12531100424111474
0.01,1.0,multiplicative,0.1254103801610469
0.05,1.0,multiplicative,0.12980295028801433
0.01,5.0,additive,0.12983301600602057
0.01,1.0,additive,0.13093708083962766
0.01,10.0,additive,0.13102229349376843
0.1,1.0,multiplicative,0.1352385523149924
0.05,10.0,multiplicative,0.1384389381055707
0.1,10.0,multiplicative,0.14019216833424814
0.1,5.0,multiplicative,0.1424474000824834
0.05,5.0,multiplicative,0.14525093357831806
0.05,1.0,additive,0.14650964994159038
0.05,5.0,additive,0.15323902635926365
0.05,10.0,additive,0.15551490828237355
0.1,10.0,additive,0.1627946066035808
0.1,1.0,additive,0.16338054086982778
0.1,5.0,additive,0.16447149123223392
