changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.01,1.0,additive,0.17733298662481678
0.01,5.0,additive,0.1773551269341015
0.01,10.0,additive,0.17754372923873088
0.05,10.0,multiplicative,0.17962250189546156
0.05,5.0,multiplicative,0.18054159901573574
0.05,1.0,multiplicative,0.18098024992974773
0.1,1.0,additive,0.18176288354666315
0.1,5.0,multiplicative,0.1818815070373034
0.1,10.0,multiplicative,0.18190741995463924
0.1,1.0,multiplicative,0.18197876166081958
0.1,5.0,additive,0.18215645704779382
0.1,10.0,additive,0.18244751153026678
0.05,5.0,additive,0.1831508554936192
0.01,10.0,multiplicative,0.1842189604685808
0.05,1.0,additive,0.18431999426576812
0.01,5.0,multiplicative,0.18447526569508363
0.05,10.0,additive,0.18449144403861029
0.01,1.0,multiplicative,0.18559549737459655
