changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.01,5.0,multiplicative,0.10713503617248277
0.01,10.0,multiplicative,0.1071438352888235
0.01,1.0,multiplicative,0.10719953231095126
0.1,5.0,multiplicative,0.10783360992282344
0.1,1.0,multiplicative,0.1079041870917043
0.1,10.0,multiplicative,0.10791418648865349
0.05,1.0,multiplicative,0.10813610980473148
0.05,10.0,multiplicative,0.10817758849856676
0.05,5.0,multiplicative,0.10838141713340098
0.01,10.0,additive,0.10838835605373964
0.01,5.0,additive,0.10841602716564128
0.01,1.0,additive,0.10842723278695557
0.05,1.0,additive,0.10929638606315559
0.05,5.0,additive,0.10935776249611039
0.05,10.0,additive,0.10937077791243702
0.1,5.0,additive,0.10940989461860684
0.1,10.0,additive,0.10943897250014861
0.1,1.0,additive,0.10960023327447121
