changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.01,1.0,multiplicative,0.10735328075093309
0.01,10.0,multiplicative,0.10746092629080464
0.01,5.0,multiplicative,0.10748778446038365
0.01,10.0,additive,0.10751202188873336
0.01,5.0,additive,0.10790965540238175
0.01,1.0,additive,0.10793272811379229
0.05,1.0,multiplicative,0.10795057355183135
0.05,5.0,additive,0.10804064389278924
0.05,10.0,additive,0.10805824528323442
0.05,5.0,multiplicative,0.10829175393898842
0.05,10.0,multiplicative,0.10842318985976214
0.05,1.0,additive,0.11947400255964064
0.1,1.0,multiplicative,0.1266024359897965
0.1,10.0,additive,0.12738087970261716
0.1,5.0,multiplicative,0.13003645960301308
0.1,1.0,additive,0.13279732859341312
0.1,10.0,multiplicative,0.14254523132316765
0.1,5.0,additive,0.18333955347591294
