changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.05,10.0,multiplicative,0.12922235368053056
0.05,1.0,multiplicative,0.1299151378570997
0.1,1.0,multiplicative,0.13477274573229883
0.1,10.0,multiplicative,0.13930038927844487
0.01,10.0,multiplicative,0.1400223594303998
0.05,5.0,multiplicative,0.14012481619620246
0.01,5.0,multiplicative,0.14027576055871135
0.01,1.0,multiplicative,0.14047604787924725
0.1,5.0,multiplicative,0.1407987505141486
0.01,5.0,additive,0.14751390081875518
0.01,1.0,additive,0.14826052479422197
0.01,10.0,additive,0.1484866224344485
0.05,1.0,additive,0.15324458037674907
0.05,5.0,additive,0.15384345582078895
0.05,10.0,additive,0.15411356818220306
0.1,5.0,additive,0.16808867572376687
0.1,1.0,additive,0.16915953097647604
0.1,10.0,additive,0.17015605768985267
