changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.05,5.0,multiplicative,0.0818639829934671
0.05,1.0,multiplicative,0.08186399417144759
0.05,10.0,multiplicative,0.0818652087339076
0.01,10.0,multiplicative,0.08227763008580491
0.01,1.0,multiplicative,0.08229744513043681
0.01,5.0,multiplicative,0.08230240837028821
0.1,1.0,multiplicative,0.08233362284826246
0.1,10.0,multiplicative,0.08233378723267809
0.1,5.0,multiplicative,0.08235029837333793
0.1,10.0,additive,0.08248145464185384
0.1,1.0,additive,0.08248150193122879
0.1,5.0,additive,0.0824874468100647
0.05,5.0,additive,0.08252725751989291
0.05,1.0,additive,0.08254182170362435
0.05,10.0,additive,0.08254485205050768
0.01,1.0,additive,0.08320510681340985
0.01,10.0,additive,0.08323205191720522
0.01,5.0,additive,0.08326383787020707
