changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.05,5.0,multiplicative,0.08315169074466085
0.05,10.0,multiplicative,0.08318743704347871
0.05,1.0,multiplicative,0.08343582559719101
0.01,10.0,multiplicative,0.08345881708665878
0.01,5.0,multiplicative,0.08347525798507169
0.01,1.0,multiplicative,0.08351080647489847
0.1,5.0,multiplicative,0.0837456636539518
0.1,10.0,multiplicative,0.08383536527803698
0.1,1.0,multiplicative,0.08397470238507579
0.1,5.0,additive,0.08469607524822945
0.1,1.0,additive,0.08473982503686917
0.1,10.0,additive,0.084743465421494
0.05,10.0,additive,0.08499353041645206
0.05,5.0,additive,0.08503133297683084
0.05,1.0,additive,0.08503784902634008
0.01,5.0,additive,0.08566824884593201
0.01,10.0,additive,0.085671744783088
0.01,1.0,additive,0.08567644495367234
