changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.1,1.0,additive,0.14475412851782887
0.01,10.0,multiplicative,0.14589001532146378
0.01,1.0,additive,0.14608222244355576
0.01,10.0,additive,0.14608898057223363
0.01,1.0,multiplicative,0.1463421826012476
0.01,5.0,multiplicative,0.1463426742089369
0.01,5.0,additive,0.1463535522592888
0.05,5.0,additive,0.14664021925488918
0.05,1.0,additive,0.14671173886300945
0.1,10.0,additive,0.15297660026623003
0.05,10.0,multiplicative,0.1559277681381863
0.05,5.0,multiplicative,0.15604257915229722
0.05,1.0,multiplicative,0.15623787134259556
0.05,10.0,additive,0.15872198461918713
0.1,5.0,multiplicative,0.1626157415964808
0.1,10.0,multiplicative,0.1646735943611554
0.1,1.0,multiplicative,0.1647479079045415
0.1,5.0,additive,0.239955529196128
