changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.05,5.0,multiplicative,0.07824840566866749
0.05,10.0,multiplicative,0.08036443095854784
0.05,1.0,multiplicative,0.08069634472583011
0.01,5.0,multiplicative,0.08325255072916234
0.01,10.0,multiplicative,0.08342337269025153
0.01,1.0,multiplicative,0.08405192240274478
0.1,1.0,multiplicative,0.08596800513136277
0.1,10.0,multiplicative,0.09712944490492813
0.1,5.0,multiplicative,0.09772742918605393
0.01,1.0,additive,0.0994204226252452
0.01,5.0,additive,0.09981287452777934
0.01,10.0,additive,0.0999331665934529
0.05,5.0,additive,0.10896384583270281
0.05,1.0,additive,0.10923779116251156
0.05,10.0,additive,0.10929839578793737
0.1,10.0,additive,0.1117531314061115
0.1,5.0,additive,0.11205069296280308
0.1,1.0,additive,0.23839711968578525
