changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.05,10.0,multiplicative,0.08456290847664565
0.05,1.0,multiplicative,0.08457782766219517
0.05,5.0,multiplicative,0.08459604055989829
0.1,5.0,additive,0.08465076502675736
0.1,10.0,additive,0.08467374319472361
0.1,10.0,multiplicative,0.08472175725589169
0.1,1.0,multiplicative,0.08477277393487245
0.1,1.0,additive,0.08477565398060481
0.1,5.0,multiplicative,0.08479665423532416
0.01,10.0,multiplicative,0.08483220302205913
0.01,5.0,multiplicative,0.08484575524045836
0.01,1.0,multiplicative,0.08484590478599557
0.05,10.0,additive,0.08489150608031615
0.05,5.0,additive,0.08489195695461774
0.05,1.0,additive,0.0849051440569623
0.01,5.0,additive,0.0857225371932535
0.01,1.0,additive,0.08574400145821645
0.01,10.0,additive,0.08575654393728338
