changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.05,10.0,multiplicative,0.1300571004149243
0.05,1.0,multiplicative,0.13055399354202885
0.1,1.0,multiplicative,0.13983183898337434
0.1,10.0,multiplicative,0.14882855916865972
0.01,10.0,multiplicative,0.14914310927670563
0.01,5.0,multiplicative,0.14929267960075435
0.01,1.0,multiplicative,0.14991346003956046
0.1,5.0,multiplicative,0.1528000540794507
0.01,10.0,additive,0.16021874004933778
0.01,5.0,additive,0.16021934939395985
0.01,1.0,additive,0.1603492221427394
0.05,5.0,multiplicative,0.1620109567400531
0.05,1.0,additive,0.17002729560033308
0.05,10.0,additive,0.17118058590478713
0.05,5.0,additive,0.17165488740502624
0.1,5.0,additive,0.18398202804714509
0.1,1.0,additive,0.18504927436348745
0.1,10.0,additive,0.18599854620610906
