changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.01,5.0,additive,0.19202288568900888
0.01,10.0,additive,0.19232925881442767
0.01,1.0,additive,0.19255000068589562
0.05,5.0,additive,0.20046952010431524
0.05,1.0,additive,0.20096809294101975
0.05,10.0,additive,0.20154690900055802
0.05,5.0,multiplicative,0.20196464784566398
0.05,1.0,multiplicative,0.20251837452418595
0.05,10.0,multiplicative,0.20315906147926502
0.01,10.0,multiplicative,0.20416906433832838
0.01,5.0,multiplicative,0.20432031303198558
0.01,1.0,multiplicative,0.20446762526367981
0.1,10.0,additive,0.20810650856574045
0.1,5.0,additive,0.20852730735085
0.1,10.0,multiplicative,0.21049717082566174
0.1,5.0,multiplicative,0.21127436419026918
0.1,1.0,multiplicative,0.2114527499873607
0.1,1.0,additive,0.21743467930687932
