changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.05,5.0,multiplicative,0.14605993727696898
0.05,10.0,multiplicative,0.1467122145288266
0.05,1.0,multiplicative,0.1468840325943346
0.01,1.0,additive,0.15277427238099806
0.01,10.0,additive,0.15304397786632382
0.01,5.0,additive,0.1530722294609326
0.05,1.0,additive,0.15584529347861487
0.05,10.0,additive,0.15736263853324486
0.05,5.0,additive,0.15740302080935223
0.1,1.0,multiplicative,0.15777729788245817
0.1,10.0,multiplicative,0.15778252784933133
0.01,1.0,multiplicative,0.15810297643813453
0.01,10.0,multiplicative,0.15816151500048342
0.1,10.0,additive,0.15863706264447472
0.01,5.0,multiplicative,0.15863839703728955
0.1,5.0,multiplicative,0.1587363844977477
0.1,1.0,additive,0.15948995404533087
0.1,5.0,additive,0.16085116712924893
