changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.01,10.0,additive,0.1876750021100053
0.01,5.0,additive,0.18767964427235417
0.01,1.0,additive,0.18787067847478262
0.01,5.0,multiplicative,0.18815348879640217
0.01,1.0,multiplicative,0.18923610097264318
0.01,10.0,multiplicative,0.18937026653165748
0.05,5.0,multiplicative,0.20171911689597474
0.05,10.0,multiplicative,0.20334594604089035
0.05,1.0,multiplicative,0.20660164605481074
0.05,1.0,additive,0.21823645250384313
0.1,10.0,additive,0.2341949458151384
0.05,10.0,additive,0.23786389784457154
0.05,5.0,additive,0.24120331998290334
0.1,10.0,multiplicative,0.2502394439964997
0.1,1.0,additive,0.25031204712779254
0.1,5.0,additive,0.2575727281059272
0.1,1.0,multiplicative,0.25837340587480706
0.1,5.0,multiplicative,0.259210906212692
