changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.05,5.0,multiplicative,0.0812936161368266
0.05,10.0,multiplicative,0.08130141760822421
0.05,1.0,multiplicative,0.0813032876272038
0.1,1.0,multiplicative,0.08141592532461933
0.1,5.0,multiplicative,0.08142975853343302
0.1,10.0,multiplicative,0.08145420437041982
0.01,1.0,multiplicative,0.08157783806392903
0.01,5.0,multiplicative,0.0815858817176615
0.01,10.0,multiplicative,0.08161466567195941
0.1,10.0,additive,0.08418594524101503
0.1,1.0,additive,0.08428429964619086
0.1,5.0,additive,0.08429758079390812
0.05,10.0,additive,0.08444238421954567
0.05,1.0,additive,0.08446020895910793
0.05,5.0,additive,0.08451746355591333
0.01,10.0,additive,0.08499374381560634
0.01,1.0,additive,0.08511533031607764
0.01,5.0,additive,0.08512003995680145
