changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.01,5.0,multiplicative,0.10698968020371051
0.01,1.0,multiplicative,0.10701704284787715
0.01,10.0,multiplicative,0.10722478731911109
0.05,5.0,multiplicative,0.10780624776875361
0.05,1.0,multiplicative,0.10782369121896464
0.05,10.0,multiplicative,0.10782784531863375
0.1,5.0,multiplicative,0.10814662629156828
0.1,10.0,multiplicative,0.10837006415662649
0.01,5.0,additive,0.10851020343981653
0.01,10.0,additive,0.1085346663817282
0.01,1.0,additive,0.10865631997697979
0.05,5.0,additive,0.10940789923286072
0.05,10.0,additive,0.10950476453723328
0.05,1.0,additive,0.1095195198258361
0.1,10.0,additive,0.10986623627255117
0.1,5.0,additive,0.10987860076463633
0.1,1.0,additive,0.1099891773286153
0.1,1.0,multiplicative,0.11528346056380503
