changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.01,1.0,additive,0.10728795329144923
0.01,10.0,additive,0.10729864430807749
0.01,5.0,additive,0.1073491118047427
0.01,1.0,multiplicative,0.107600265619118
0.01,10.0,multiplicative,0.10762924042696255
0.01,5.0,multiplicative,0.10775431949744335
0.1,5.0,additive,0.10958649112016713
0.05,5.0,additive,0.10958699952131262
0.1,10.0,additive,0.10971746702012183
0.05,10.0,additive,0.10974473002940244
0.05,1.0,additive,0.10978533753829527
0.05,1.0,multiplicative,0.11000762079778802
0.05,5.0,multiplicative,0.110107489440438
0.1,5.0,multiplicative,0.11032375240361514
0.05,10.0,multiplicative,0.11050292861333187
0.1,1.0,multiplicative,0.11052141603197882
0.1,1.0,additive,0.11078381292047633
0.1,10.0,multiplicative,0.11096526461990217
