changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.01,1.0,additive,0.11909800512662641
0.01,10.0,additive,0.11933380938664988
0.01,5.0,additive,0.11937586839799696
0.1,10.0,additive,0.11995619189750721
0.1,5.0,additive,0.11998986149929534
0.01,10.0,multiplicative,0.12018083782370285
0.01,5.0,multiplicative,0.12029818904738904
0.01,1.0,multiplicative,0.12036629590658027
0.05,5.0,additive,0.12066494384841134
0.05,10.0,additive,0.12083850103923766
0.05,1.0,additive,0.12090162565310994
0.05,5.0,multiplicative,0.12246643378283399
0.05,10.0,multiplicative,0.12267932731443137
0.05,1.0,multiplicative,0.12302202199381541
0.1,5.0,multiplicative,0.12321941669293072
0.1,1.0,multiplicative,0.12524834973926768
0.1,10.0,multiplicative,0.12690070883134102
0.1,1.0,additive,0.17086024487872084
