changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.05,5.0,multiplicative,0.08313635350933464
0.05,10.0,multiplicative,0.08313690500811606
0.05,1.0,multiplicative,0.08313808281251812
0.1,1.0,multiplicative,0.0832449158571203
0.1,5.0,multiplicative,0.0832553594768915
0.1,10.0,multiplicative,0.08327846360514671
0.01,1.0,multiplicative,0.08334998924812066
0.01,5.0,multiplicative,0.08336428627622196
0.01,10.0,multiplicative,0.08338979237632581
0.1,10.0,additive,0.08570707989918062
0.1,1.0,additive,0.08579905371062602
0.1,5.0,additive,0.08580133880735138
0.05,10.0,additive,0.0859597137340823
0.05,1.0,additive,0.08596731231742405
0.05,5.0,additive,0.08602859014769404
0.01,10.0,additive,0.08635790883314783
0.01,1.0,additive,0.08646878487625463
0.01,5.0,additive,0.08648046718969457
