changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.05,10.0,multiplicative,0.08340275517057728
0.05,1.0,multiplicative,0.08341334284183556
0.05,5.0,multiplicative,0.08344192409058147
0.1,10.0,multiplicative,0.08362643902587136
0.01,10.0,multiplicative,0.08366350445881017
0.01,1.0,multiplicative,0.0836804255042017
0.01,5.0,multiplicative,0.08368282420014048
0.1,1.0,multiplicative,0.08368804116538885
0.1,5.0,multiplicative,0.083713663620418
0.1,5.0,additive,0.08373712394843812
0.1,10.0,additive,0.08376020620161044
0.1,1.0,additive,0.0838811089550939
0.05,5.0,additive,0.08397209871262189
0.05,10.0,additive,0.08397707917678218
0.05,1.0,additive,0.0839980743411426
0.01,5.0,additive,0.0850393475684838
0.01,1.0,additive,0.08504725573810104
0.01,10.0,additive,0.08507596756242902
