changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.01,10.0,multiplicative,0.10691745470669108
0.01,1.0,multiplicative,0.10697625208149127
0.01,5.0,multiplicative,0.10703113141238216
0.01,5.0,additive,0.10730436077906468
0.01,10.0,additive,0.1073341727753098
0.01,1.0,additive,0.10733578146489492
0.05,10.0,multiplicative,0.10792193813970277
0.05,1.0,additive,0.10821934475336413
0.05,5.0,additive,0.10831124646962387
0.05,10.0,additive,0.10860573105134279
0.05,1.0,multiplicative,0.10894084861766588
0.05,5.0,multiplicative,0.1091252926055739
0.1,10.0,multiplicative,0.10921855373505171
0.1,1.0,multiplicative,0.1093641907675791
0.1,5.0,multiplicative,0.10959983024155971
0.1,1.0,additive,0.11004833631210856
0.1,5.0,additive,0.11020289228454866
0.1,10.0,additive,0.11025475393941025
