changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.01,5.0,additive,0.19163829530323473
0.01,10.0,additive,0.19195750784889937
0.01,1.0,additive,0.19218391491174178
0.05,5.0,additive,0.20032387833643905
0.05,5.0,multiplicative,0.2006549229539147
0.05,1.0,additive,0.2008403567366447
0.05,1.0,multiplicative,0.20124930798782698
0.05,10.0,additive,0.20143740445854239
0.05,10.0,multiplicative,0.20202812279803833
0.01,10.0,multiplicative,0.2020721579122862
0.01,5.0,multiplicative,0.20223613872774415
0.01,1.0,multiplicative,0.20239259604079166
0.1,10.0,additive,0.20824079321598912
0.1,5.0,additive,0.20867627797533936
0.1,10.0,multiplicative,0.2097517304185559
0.1,5.0,multiplicative,0.21049164158153505
0.1,1.0,multiplicative,0.21061987959063047
0.1,1.0,additive,0.21347823603594432
