changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.05,10.0,multiplicative,0.12739535276428882
0.05,1.0,multiplicative,0.12998347612204708
0.1,1.0,multiplicative,0.1326328775393
0.1,10.0,multiplicative,0.13673875218105622
0.1,5.0,multiplicative,0.1380978957936252
0.05,5.0,multiplicative,0.13923204876282325
0.01,10.0,multiplicative,0.13979789956624156
0.01,5.0,multiplicative,0.13997397430112588
0.01,1.0,multiplicative,0.1400392606216024
0.01,5.0,additive,0.14484575477370065
0.01,1.0,additive,0.14555013170401485
0.01,10.0,additive,0.14575005858774467
0.05,1.0,additive,0.1507847051836442
0.05,5.0,additive,0.15131759454218033
0.05,10.0,additive,0.15154132635665984
0.1,5.0,additive,0.16451034907479584
0.1,1.0,additive,0.1653585277735411
0.1,10.0,additive,0.1663269652380518
