changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.01,1.0,multiplicative,0.10661216132195453
0.01,10.0,multiplicative,0.10661724066464673
0.01,5.0,multiplicative,0.1066589680343171
0.01,10.0,additive,0.10675468712248873
0.01,1.0,additive,0.10690653225553848
0.01,5.0,additive,0.10693303742030823
0.05,1.0,multiplicative,0.10748227467855707
0.05,5.0,multiplicative,0.10750157768568684
0.05,10.0,additive,0.10772145762821922
0.05,10.0,multiplicative,0.1079524317740392
0.1,10.0,multiplicative,0.10822738223371976
0.1,1.0,multiplicative,0.10834412883682792
0.1,5.0,multiplicative,0.10836669609283965
0.05,5.0,additive,0.1111710443502883
0.1,1.0,additive,0.1116129280823641
0.1,5.0,additive,0.11185778365556864
0.05,1.0,additive,0.11223822702461343
0.1,10.0,additive,0.11347113613133221
