changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.01,1.0,additive,0.1080023011129819
0.01,10.0,additive,0.10801447890451978
0.01,5.0,additive,0.10807440113091836
0.01,1.0,multiplicative,0.10837506606740574
0.01,10.0,multiplicative,0.10840657407323996
0.01,5.0,multiplicative,0.10855219590126114
0.05,5.0,additive,0.11066585954325266
0.1,5.0,additive,0.11067693351634454
0.1,10.0,additive,0.11083105088171025
0.05,10.0,additive,0.11084069270803767
0.05,1.0,additive,0.11089543446830259
0.05,1.0,multiplicative,0.11116514222635135
0.05,5.0,multiplicative,0.11128065393843399
0.1,5.0,multiplicative,0.11154984671613535
0.05,10.0,multiplicative,0.11173940617740483
0.1,1.0,multiplicative,0.11177792509239788
0.1,1.0,additive,0.1120709786818384
0.1,10.0,multiplicative,0.11229602858175765
