changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.05,5.0,multiplicative,0.08413031075794823
0.05,1.0,multiplicative,0.08413039295811622
0.05,10.0,multiplicative,0.08413121065614235
0.01,10.0,multiplicative,0.08453246425743106
0.01,1.0,multiplicative,0.08455569003251603
0.01,5.0,multiplicative,0.08456111494297537
0.1,1.0,additive,0.08458134389406813
0.1,10.0,additive,0.0845845095074338
0.1,5.0,additive,0.08459268616881477
0.1,1.0,multiplicative,0.08464329836131136
0.1,10.0,multiplicative,0.08464441374188728
0.05,5.0,additive,0.08464510655706065
0.05,1.0,additive,0.08465977882593909
0.1,5.0,multiplicative,0.08466279244448346
0.05,10.0,additive,0.08466570415456043
0.01,1.0,additive,0.08531629024127592
0.01,10.0,additive,0.08535388897711213
0.01,5.0,additive,0.08538739215864906
