changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.01,5.0,multiplicative,0.18783591990437018
0.01,5.0,additive,0.1882977681720425
0.01,10.0,additive,0.18831530525444498
0.01,1.0,additive,0.18847087398234424
0.01,10.0,multiplicative,0.18862530472055505
0.01,1.0,multiplicative,0.1886658342249913
0.05,5.0,multiplicative,0.1999865631081254
0.05,10.0,multiplicative,0.20128387976834258
0.05,1.0,multiplicative,0.20403986013633668
0.05,1.0,additive,0.21543472447669518
0.1,10.0,additive,0.227965749537161
0.05,10.0,additive,0.2313069745794977
0.05,5.0,additive,0.23548323362178303
0.1,1.0,additive,0.24208493300396933
0.1,10.0,multiplicative,0.2421060856209123
0.1,5.0,additive,0.24865829294854325
0.1,1.0,multiplicative,0.24922438662979274
0.1,5.0,multiplicative,0.2500615252775986
