changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.05,10.0,multiplicative,0.13187030093123484
0.05,1.0,multiplicative,0.13227316717014423
0.1,1.0,multiplicative,0.14037484713352869
0.1,10.0,multiplicative,0.1515995491611285
0.01,10.0,multiplicative,0.1554113958875151
0.01,5.0,multiplicative,0.1556463922340184
0.1,5.0,multiplicative,0.15635922696071228
0.01,1.0,multiplicative,0.15637309538634855
0.01,1.0,additive,0.16566503825436316
0.01,5.0,additive,0.16612225920355844
0.01,10.0,additive,0.16637696565139595
0.05,5.0,multiplicative,0.17292745220922795
0.05,1.0,additive,0.17471949133107031
0.05,10.0,additive,0.1757818372759704
0.05,5.0,additive,0.17618877363885493
0.1,5.0,additive,0.19128609112634024
0.1,1.0,additive,0.19221634934532042
0.1,10.0,additive,0.19326154757210337
