changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.05,1.0,multiplicative,0.14252188332306479
0.05,10.0,multiplicative,0.14392656659930125
0.05,5.0,multiplicative,0.1439897300545293
0.01,1.0,additive,0.14429139811806913
0.01,5.0,additive,0.14445814590212605
0.01,10.0,additive,0.144661267581984
0.1,5.0,multiplicative,0.14476607420501664
0.1,10.0,additive,0.14654379858980307
0.1,1.0,additive,0.1465824047040963
0.1,5.0,additive,0.14662209136872045
0.05,1.0,additive,0.14764724273814142
0.05,5.0,additive,0.1479659742434248
0.1,1.0,multiplicative,0.1484496422217845
0.05,10.0,additive,0.14846361574423378
0.01,1.0,multiplicative,0.15099675433093568
0.1,10.0,multiplicative,0.15210510765220062
0.01,10.0,multiplicative,0.152566943424013
0.01,5.0,multiplicative,0.15318538008893817
