changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.01,5.0,additive,0.11000798289142052
0.01,10.0,additive,0.11021599748696267
0.01,1.0,additive,0.1108033829053666
0.05,1.0,additive,0.11292120213492536
0.05,5.0,additive,0.11300918110985413
0.1,5.0,additive,0.11305727070676898
0.05,10.0,additive,0.11320199638674056
0.05,10.0,multiplicative,0.13227233079633463
0.05,1.0,multiplicative,0.14113654597455128
0.01,1.0,multiplicative,0.14287403279413624
0.01,10.0,multiplicative,0.14345472225759645
0.01,5.0,multiplicative,0.1435375782391319
0.1,5.0,multiplicative,0.14614009924902002
0.05,5.0,multiplicative,0.14664098284689098
0.1,10.0,multiplicative,0.14757290879676696
0.1,1.0,multiplicative,0.15215809212242154
0.1,10.0,additive,0.3353888877980904
0.1,1.0,additive,0.43805018830366105
