changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.01,5.0,additive,0.19125924310939724
0.01,10.0,additive,0.1915819444779142
0.01,1.0,additive,0.19181594017805553
0.05,5.0,multiplicative,0.19991161058773707
0.05,5.0,additive,0.2001801480808194
0.05,1.0,multiplicative,0.20050086210240187
0.05,1.0,additive,0.2007065942945459
0.01,10.0,multiplicative,0.20074206658262664
0.01,5.0,multiplicative,0.20091443721121305
0.01,1.0,multiplicative,0.20108275967054476
0.05,10.0,additive,0.20131417367950155
0.05,10.0,multiplicative,0.2013746328085998
0.1,10.0,additive,0.2082445803810363
0.1,5.0,additive,0.20868754188282898
0.1,10.0,multiplicative,0.20931924394200285
0.1,5.0,multiplicative,0.2100449415935939
0.1,1.0,multiplicative,0.21014902077978959
0.1,1.0,additive,0.21221435886225998
