changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.05,10.0,multiplicative,0.08301687547406127
0.05,5.0,multiplicative,0.08306045126185153
0.05,1.0,multiplicative,0.08307017003004878
0.1,1.0,multiplicative,0.08327813068536023
0.1,10.0,multiplicative,0.08329701410140408
0.1,5.0,multiplicative,0.08331058165530346
0.01,10.0,multiplicative,0.08338296257218555
0.01,5.0,multiplicative,0.08338740993435144
0.01,1.0,multiplicative,0.08339184766085797
0.1,5.0,additive,0.08503080279977179
0.1,1.0,additive,0.08503399205818862
0.1,10.0,additive,0.08504542055764647
0.05,1.0,additive,0.08519617435612005
0.05,10.0,additive,0.08523225967865025
0.05,5.0,additive,0.08529492066917474
0.01,10.0,additive,0.08538906231544989
0.01,5.0,additive,0.08541720944527531
0.01,1.0,additive,0.08543927774068234
