changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.05,5.0,multiplicative,0.08512987085419002
0.05,10.0,multiplicative,0.08515215350710001
0.05,1.0,multiplicative,0.08531958433901679
0.1,5.0,multiplicative,0.08551606402279112
0.01,10.0,multiplicative,0.0855413943994526
0.01,5.0,multiplicative,0.08555563103102255
0.01,1.0,multiplicative,0.08557923509082845
0.1,10.0,multiplicative,0.0855890170012548
0.1,1.0,multiplicative,0.08569126337363384
0.1,5.0,additive,0.08571724008114986
0.1,10.0,additive,0.08574329587867532
0.1,1.0,additive,0.08574429218067044
0.05,10.0,additive,0.08594904476098914
0.05,5.0,additive,0.08598141671293798
0.05,1.0,additive,0.08598480691871414
0.01,10.0,additive,0.08659287564476283
0.01,5.0,additive,0.08659403591830948
0.01,1.0,additive,0.08660101216462754
