changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.01,5.0,additive,0.18945543329789893
0.01,10.0,additive,0.1895919097315376
0.01,1.0,additive,0.19067543665513426
0.01,5.0,multiplicative,0.19426924176937443
0.01,10.0,multiplicative,0.19457920150083333
0.01,1.0,multiplicative,0.19563125214602653
0.05,1.0,multiplicative,0.19979062064269507
0.05,5.0,multiplicative,0.2001738421497984
0.05,10.0,multiplicative,0.2013044503773791
0.05,1.0,additive,0.20333770815961616
0.05,10.0,additive,0.20726431223825362
0.05,5.0,additive,0.20755102458371794
0.1,1.0,multiplicative,0.21171010645784477
0.1,10.0,multiplicative,0.21183349215973346
0.1,5.0,multiplicative,0.21234601466090527
0.1,1.0,additive,0.228349131031245
0.1,5.0,additive,0.24027179110578883
0.1,10.0,additive,0.24077250363201763
