changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.01,5.0,additive,0.1931021207959238
0.01,10.0,additive,0.19333093845594648
0.01,1.0,additive,0.19350419919740092
0.01,10.0,multiplicative,0.19898838290178125
0.01,5.0,multiplicative,0.1991043463834859
0.01,1.0,multiplicative,0.19927670308142897
0.05,5.0,multiplicative,0.20044124074857023
0.05,1.0,multiplicative,0.20101938713435602
0.05,10.0,multiplicative,0.20143269616483905
0.05,1.0,additive,0.21270365248270917
0.05,5.0,additive,0.2182735362459618
0.05,10.0,additive,0.22409354618316743
0.1,5.0,additive,0.22620088489598894
0.1,10.0,additive,0.22670637609408326
0.1,1.0,multiplicative,0.23421583525020986
0.1,1.0,additive,0.23794112699977174
0.1,10.0,multiplicative,0.2412634492450359
0.1,5.0,multiplicative,0.24188533773593976
