changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.01,1.0,additive,0.1362226407299691
0.01,5.0,additive,0.13636364939768833
0.01,10.0,additive,0.1365366401082965
0.05,1.0,multiplicative,0.1384538131404392
0.1,5.0,additive,0.1390492006305146
0.05,5.0,multiplicative,0.13921998694973806
0.1,1.0,additive,0.13922716646761185
0.1,10.0,additive,0.13933347132990098
0.05,10.0,multiplicative,0.13943464513254988
0.05,5.0,additive,0.13957187059068601
0.05,1.0,additive,0.1396777551235805
0.1,5.0,multiplicative,0.140281170817108
0.05,10.0,additive,0.14036805762622664
0.1,1.0,multiplicative,0.14334582443152452
0.1,10.0,multiplicative,0.14634444193746385
0.01,1.0,multiplicative,0.1478138553979365
0.01,10.0,multiplicative,0.1493384038455418
0.01,5.0,multiplicative,0.14947484514737502
