changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.01,5.0,additive,0.1905031453735765
0.01,10.0,additive,0.19079061852933601
0.01,1.0,additive,0.1909944557687308
0.05,5.0,additive,0.19835062213959673
0.05,5.0,multiplicative,0.19869828042340157
0.05,1.0,additive,0.19881839808203697
0.05,1.0,multiplicative,0.19921754880065304
0.05,10.0,additive,0.19935774914563265
0.05,10.0,multiplicative,0.19992465965063222
0.01,10.0,multiplicative,0.2000278740280979
0.01,5.0,multiplicative,0.2001667925066728
0.01,1.0,multiplicative,0.2002940172103306
0.1,10.0,additive,0.20941123778099904
0.1,5.0,additive,0.20989517901888266
0.1,1.0,multiplicative,0.21159498742958316
0.1,10.0,multiplicative,0.21244450165899223
0.1,5.0,multiplicative,0.2136013516203297
0.1,1.0,additive,0.21377134586865773
