changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.1,1.0,additive,0.13344414864315807
0.01,10.0,additive,0.1335517332203849
0.01,1.0,additive,0.13358801961288522
0.01,10.0,multiplicative,0.13367117222909705
0.01,5.0,additive,0.133954167706177
0.01,5.0,multiplicative,0.13474951287188483
0.01,1.0,multiplicative,0.13503544055143624
0.05,1.0,additive,0.13589106733966472
0.05,5.0,additive,0.13597154765035424
0.1,10.0,additive,0.14505713711886775
0.05,10.0,multiplicative,0.15045400372516432
0.05,1.0,multiplicative,0.15058348208493536
0.05,5.0,multiplicative,0.1505990122925792
0.05,10.0,additive,0.15236589457818336
0.1,5.0,multiplicative,0.16045038268365905
0.1,10.0,multiplicative,0.16320942416839984
0.1,1.0,multiplicative,0.16330042782654045
0.1,5.0,additive,0.2581378781983958
