state,Q_action_0,Q_action_1,best_action
0,9.056902836014155,6.198606410199378,Q_action_0
1,0.007319939418114051,0.005986584841970366,Q_action_0
2,0.0015601864044243652,0.0015599452033620265,Q_action_0
3,0.0005808361216819946,0.008661761457749353,Q_action_1
4,0.006011150117432088,0.007080725777960455,Q_action_1
5,8.975953748351555,5.802975037258558,Q_action_0
6,8.350021911199395,5.377650784698073,Q_action_0
7,8.317521698719522,5.313472225953079,Q_action_0
8,0.0030424224295953774,0.005247564316322379,Q_action_1
9,0.004319450186421158,0.002912291401980419,Q_action_0
10,8.972609294867942,6.8039474261159265,Q_action_0
11,0.0029214464853521815,0.003663618432936917,Q_action_1
12,0.004560699842170359,0.007851759613930136,Q_action_1
13,0.0019967378215835973,0.005142344384136116,Q_action_1
14,0.005924145688620425,0.00046450412719997725,Q_action_0
15,7.608967476991463,8.025686542283061,Q_action_1
16,0.0006505159298527952,0.009488855372533333,Q_action_1
17,0.009656320330745594,0.008083973481164611,Q_action_0
18,0.0030461376917337067,0.0009767211400638386,Q_action_0
19,0.006842330265121569,0.004401524937396013,Q_action_0
20,6.661934286940749,7.282526715110955,Q_action_1
21,0.00034388521115218395,0.009093204020787822,Q_action_1
22,0.0025877998160001693,0.00662522284353982,Q_action_1
23,0.0031171107608941096,0.005200680211778108,Q_action_1
24,0.005467102793432797,0.0018485445552552705,Q_action_0
25,0.009695846277645586,0.007751328233611146,Q_action_0
26,0.009394989415641892,0.008948273504276488,Q_action_0
27,0.005978999788110851,0.009218742350231169,Q_action_1
28,0.000884925020519195,0.001959828624191452,Q_action_1
29,0.00045227288910538066,0.0032533033076326437,Q_action_1
30,8.233476665937753,5.243998616288362,Q_action_0
31,8.340451584677583,5.317572931999713,Q_action_0
32,8.10732417436049,5.162165015023455,Q_action_0
33,8.138922087720582,5.1407946219709375,Q_action_0
34,8.123764148559797,5.1151299301380835,Q_action_0
35,0.007722447692966574,0.001987156815341724,Q_action_0
36,5.5221171236023996e-05,0.008154614284548342,Q_action_1
37,0.007068573438476171,0.007290071680409873,Q_action_1
38,0.007712703466859458,0.0007404465173409036,Q_action_0
39,0.003584657285442726,0.0011586905952512972,Q_action_0
40,0.008631034258755936,0.006232981268275579,Q_action_0
41,0.003308980248526492,0.0006355835028602363,Q_action_0
42,0.003109823217156622,0.0032518332202674705,Q_action_1
43,0.007296061783380641,0.006375574713552132,Q_action_0
44,0.008872127425763265,0.004722149251619493,Q_action_0
45,5.780392295404162,7.107493707497698,Q_action_1
46,5.528107517088759,7.460105298762052,Q_action_1
