changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.01,10.0,multiplicative,0.11096693285570301
0.01,1.0,multiplicative,0.11241749630854919
0.01,5.0,multiplicative,0.11287095889634421
0.01,10.0,additive,0.11341169001549473
0.01,1.0,additive,0.1134475519585012
0.1,1.0,additive,0.1140789073596124
0.01,5.0,additive,0.11412985750736356
0.1,10.0,additive,0.11418587954380942
0.05,10.0,additive,0.11553361522722687
0.05,5.0,additive,0.11597337034008039
0.05,1.0,additive,0.11609238181721887
0.05,10.0,multiplicative,0.1295785506663081
0.05,1.0,multiplicative,0.12966235415508592
0.05,5.0,multiplicative,0.129978452679738
0.1,5.0,multiplicative,0.14466690839459476
0.1,1.0,multiplicative,0.1488407186851702
0.1,10.0,multiplicative,0.15246993867247463
0.1,5.0,additive,0.28510939964396087
