changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.01,5.0,additive,0.19220781110925508
0.01,10.0,additive,0.1925104212067465
0.01,1.0,additive,0.19272552874581841
0.05,5.0,additive,0.20047712579804605
0.05,1.0,additive,0.2009677002002378
0.05,10.0,additive,0.20153669674074337
0.05,5.0,multiplicative,0.20233544836126313
0.05,1.0,multiplicative,0.20289744709527763
0.05,10.0,multiplicative,0.20347217994657554
0.01,10.0,multiplicative,0.20491916418136355
0.01,5.0,multiplicative,0.20506363918386708
0.01,1.0,multiplicative,0.20520272355728525
0.1,10.0,additive,0.20800037766934143
0.1,5.0,additive,0.2084145665470012
0.1,10.0,multiplicative,0.21066148492404832
0.1,5.0,multiplicative,0.21144466944523602
0.1,1.0,multiplicative,0.211637056394978
0.1,1.0,additive,0.2193796724081353
