changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.01,5.0,additive,0.19046649912467023
0.01,10.0,additive,0.1905855087601967
0.01,1.0,additive,0.19066965446980025
0.01,10.0,multiplicative,0.19707930606184185
0.01,1.0,multiplicative,0.19722112138055695
0.01,5.0,multiplicative,0.19740274008188957
0.05,10.0,multiplicative,0.19745501908164248
0.05,1.0,additive,0.19869286042902415
0.05,5.0,additive,0.198725792785263
0.05,1.0,multiplicative,0.1992305635731923
0.05,10.0,additive,0.19928545652404425
0.05,5.0,multiplicative,0.19949095224136007
0.1,10.0,additive,0.20568082574788532
0.1,5.0,additive,0.20829124941260985
0.1,1.0,multiplicative,0.2143131075481941
0.1,5.0,multiplicative,0.21636393776136117
0.1,1.0,additive,0.21688628772446397
0.1,10.0,multiplicative,0.2197773998639566
