changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.01,5.0,additive,0.1909037828590538
0.01,10.0,additive,0.19124158650017578
0.01,1.0,additive,0.19148069493619255
0.05,5.0,multiplicative,0.19878277720082124
0.01,10.0,multiplicative,0.19889406620363728
0.01,5.0,multiplicative,0.19907994528563533
0.01,1.0,multiplicative,0.19925906278857525
0.05,1.0,multiplicative,0.19942129176709833
0.05,5.0,additive,0.20012025461772848
0.05,10.0,multiplicative,0.200420475194852
0.05,1.0,additive,0.20066772684223166
0.05,10.0,additive,0.20129380980990885
0.1,10.0,additive,0.20852142025515272
0.1,10.0,multiplicative,0.20883578582224427
0.1,5.0,additive,0.2089798951407804
0.1,5.0,multiplicative,0.20954506581610563
0.1,1.0,multiplicative,0.20959185663821073
0.1,1.0,additive,0.21189825783224137
