changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.01,5.0,additive,0.1923604933908212
0.01,10.0,additive,0.19274362780126936
0.01,1.0,additive,0.1929811318447498
0.05,5.0,additive,0.19930627653754823
0.05,1.0,additive,0.2004089786893918
0.05,10.0,additive,0.2007765382988135
0.05,5.0,multiplicative,0.20119729868417374
0.01,10.0,multiplicative,0.20139806526499937
0.01,5.0,multiplicative,0.20160759172590598
0.05,10.0,multiplicative,0.20178711623147788
0.01,1.0,multiplicative,0.20180883904715444
0.05,1.0,multiplicative,0.20183549926769875
0.1,1.0,multiplicative,0.20871807407977758
0.1,10.0,multiplicative,0.20922849872559296
0.1,10.0,additive,0.21008035702569428
0.1,5.0,multiplicative,0.21020742245124413
0.1,5.0,additive,0.21060886536641124
0.1,1.0,additive,0.21342980945505438
