changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.01,10.0,multiplicative,0.10659735792894896
0.01,1.0,multiplicative,0.10663200270571377
0.01,5.0,multiplicative,0.10669922229714604
0.01,5.0,additive,0.10689711486400384
0.01,1.0,additive,0.1069094409455412
0.01,10.0,additive,0.10692232363887283
0.05,10.0,multiplicative,0.10740516100805589
0.05,1.0,additive,0.10765229183585111
0.05,5.0,additive,0.10771230804572497
0.05,10.0,additive,0.10794122406090173
0.05,1.0,multiplicative,0.10817416041338668
0.05,5.0,multiplicative,0.10831765027253094
0.1,10.0,multiplicative,0.108414892458575
0.1,1.0,multiplicative,0.10853277117157456
0.1,5.0,multiplicative,0.1087042450247353
0.1,1.0,additive,0.10907933985663526
0.1,5.0,additive,0.10920582553999686
0.1,10.0,additive,0.10924404015873862
