changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.01,5.0,additive,0.19187372292663488
0.01,10.0,additive,0.19208397652881343
0.01,1.0,additive,0.19225787464740612
0.05,5.0,additive,0.19900995375505376
0.05,1.0,additive,0.19937566187745398
0.05,10.0,additive,0.19984553953260992
0.05,5.0,multiplicative,0.20165838430078545
0.05,1.0,multiplicative,0.201694889264594
0.05,10.0,multiplicative,0.2022346877989162
0.01,5.0,multiplicative,0.20353793567324335
0.01,10.0,multiplicative,0.2035641592033339
0.01,1.0,multiplicative,0.20362190840637517
0.1,10.0,additive,0.20491685694472078
0.1,5.0,additive,0.2055605008183082
0.1,10.0,multiplicative,0.20737394325309538
0.1,5.0,multiplicative,0.20807775878198065
0.1,1.0,multiplicative,0.20823886301372715
0.1,1.0,additive,0.21642531040510127
