changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.05,10.0,multiplicative,0.08411996193210472
0.05,5.0,multiplicative,0.08415535487158629
0.05,1.0,multiplicative,0.08415622102730555
0.1,1.0,multiplicative,0.08430457190892046
0.1,10.0,multiplicative,0.084313144228616
0.1,5.0,multiplicative,0.08432870549178266
0.01,10.0,multiplicative,0.0845137485395919
0.01,1.0,multiplicative,0.08452123601720676
0.01,5.0,multiplicative,0.08453605474181279
0.1,1.0,additive,0.08541382471604174
0.1,5.0,additive,0.08541397602598602
0.1,10.0,additive,0.08542137330284233
0.05,1.0,additive,0.08556556625168395
0.05,10.0,additive,0.08559826751798286
0.05,5.0,additive,0.08563800212450218
0.01,10.0,additive,0.08579869316848038
0.01,5.0,additive,0.08582091685825063
0.01,1.0,additive,0.08582806231856577
