changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.05,10.0,multiplicative,0.08183384328449739
0.05,5.0,multiplicative,0.08187948070171289
0.05,1.0,multiplicative,0.08188087232883032
0.1,1.0,multiplicative,0.08206702088571004
0.1,10.0,multiplicative,0.08207907950974515
0.1,5.0,multiplicative,0.08209192599691126
0.01,10.0,multiplicative,0.08218051230649227
0.01,1.0,multiplicative,0.08218931289156542
0.01,5.0,multiplicative,0.08219198116680579
0.1,5.0,additive,0.08374279925658297
0.1,1.0,additive,0.08374303843643394
0.1,10.0,additive,0.08374903930300645
0.05,1.0,additive,0.08386191310137812
0.05,10.0,additive,0.08389653628554468
0.05,5.0,additive,0.08394927024010769
0.01,10.0,additive,0.08401038206415455
0.01,5.0,additive,0.08403058881701106
0.01,1.0,additive,0.08404665995183967
