changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.05,10.0,multiplicative,0.12674007886728872
0.05,1.0,multiplicative,0.1272164108317106
0.05,5.0,multiplicative,0.1324248132050269
0.1,1.0,multiplicative,0.13292045152609105
0.1,10.0,multiplicative,0.1351532724343014
0.1,5.0,multiplicative,0.13618406371209313
0.01,10.0,multiplicative,0.13668377296909104
0.01,1.0,multiplicative,0.1369385248059633
0.01,5.0,multiplicative,0.13713656442540728
0.01,1.0,additive,0.1399653578496306
0.01,5.0,additive,0.14085581084251036
0.01,10.0,additive,0.1410258747771695
0.05,1.0,additive,0.1458035218528993
0.05,5.0,additive,0.1475485308846351
0.05,10.0,additive,0.14772852588045354
0.1,1.0,additive,0.15782659329536347
0.1,5.0,additive,0.16033366496946022
0.1,10.0,additive,0.1634236686155638
