changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.1,5.0,multiplicative,0.1172318378878708
0.1,10.0,multiplicative,0.12034765330207194
0.05,1.0,multiplicative,0.12205796520252644
0.05,10.0,multiplicative,0.12430260920673622
0.05,5.0,multiplicative,0.12481239137413724
0.01,5.0,multiplicative,0.12563386376259936
0.01,10.0,multiplicative,0.12565019148697687
0.01,1.0,multiplicative,0.12606230643810482
0.1,1.0,multiplicative,0.12647953858939587
0.01,1.0,additive,0.13482173596937547
0.01,10.0,additive,0.13494931701586457
0.01,5.0,additive,0.1350715162694673
0.05,10.0,additive,0.13888304519713035
0.05,5.0,additive,0.13893845013822842
0.05,1.0,additive,0.13922794266560998
0.1,1.0,additive,0.13993078233244158
0.1,10.0,additive,0.1401710851074237
0.1,5.0,additive,0.14017414776984474
