changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.05,5.0,multiplicative,0.1068697451734862
0.05,10.0,multiplicative,0.10692329094138914
0.05,1.0,multiplicative,0.10701437733459992
0.01,1.0,multiplicative,0.10728702713228803
0.01,5.0,multiplicative,0.10742681298447301
0.01,10.0,multiplicative,0.10744297961511647
0.01,10.0,additive,0.10826586012829052
0.01,5.0,additive,0.10827834877381252
0.01,1.0,additive,0.10830630381941764
0.05,1.0,additive,0.10853693661923355
0.1,1.0,multiplicative,0.10887577465415195
0.1,10.0,multiplicative,0.10906327803285333
0.05,5.0,additive,0.1104984915191253
0.05,10.0,additive,0.11104694473195152
0.1,5.0,multiplicative,0.11113193469791345
0.1,5.0,additive,0.11134412640558926
0.1,1.0,additive,0.11150171981336478
0.1,10.0,additive,0.1120454585298432
