changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.01,1.0,multiplicative,0.10693974695706937
0.01,10.0,multiplicative,0.10702164278687272
0.01,5.0,multiplicative,0.10705749031141323
0.01,10.0,additive,0.10710495276154589
0.05,1.0,multiplicative,0.10742102025656665
0.01,5.0,additive,0.10742722449897965
0.01,1.0,additive,0.10743848228467909
0.05,5.0,additive,0.10752228005065922
0.05,10.0,additive,0.10754369487629356
0.05,5.0,multiplicative,0.10769377496562335
0.05,10.0,multiplicative,0.10780124845277696
0.05,1.0,additive,0.11690462032742784
0.1,1.0,multiplicative,0.12278956363262498
0.1,10.0,additive,0.12349033883912097
0.1,5.0,multiplicative,0.12566347399995187
0.1,1.0,additive,0.1280214594844738
0.1,10.0,multiplicative,0.13620107452649216
0.1,5.0,additive,0.17124495929879968
