changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.01,5.0,additive,0.19260200690508422
0.01,10.0,additive,0.19283785734249273
0.01,1.0,additive,0.19303235429198237
0.05,5.0,multiplicative,0.19894250760783705
0.05,1.0,multiplicative,0.19939311059247863
0.05,5.0,additive,0.19987613436704382
0.05,10.0,multiplicative,0.20001326312030182
0.05,1.0,additive,0.20044287409803724
0.01,10.0,multiplicative,0.2005866572047807
0.01,5.0,multiplicative,0.20066078001377408
0.01,1.0,multiplicative,0.2008233618847522
0.05,10.0,additive,0.20161276385454674
0.1,10.0,multiplicative,0.20751211992789823
0.1,1.0,multiplicative,0.20760746658301452
0.1,5.0,multiplicative,0.20761479365059804
0.1,10.0,additive,0.20811056484353327
0.1,5.0,additive,0.2090361438809941
0.1,1.0,additive,0.21674356311213408
