changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.05,5.0,multiplicative,0.10770470043178765
0.05,10.0,multiplicative,0.10776391901173636
0.05,1.0,multiplicative,0.10786463350971974
0.01,1.0,multiplicative,0.10816092812520406
0.01,5.0,multiplicative,0.108318620010218
0.01,10.0,multiplicative,0.10833500764955363
0.01,10.0,additive,0.1092574366367524
0.01,5.0,additive,0.1092653203030673
0.01,1.0,additive,0.10929967356962814
0.05,1.0,additive,0.1095598719363515
0.1,1.0,multiplicative,0.1099219639413277
0.1,10.0,multiplicative,0.11012702773627374
0.05,5.0,additive,0.11172773417170681
0.05,10.0,additive,0.11233667323939649
0.1,5.0,multiplicative,0.11241644693279412
0.1,5.0,additive,0.11265638510777515
0.1,1.0,additive,0.11283021291538181
0.1,10.0,additive,0.11343315240182761
